sensor_id,fixture_id,zone_id,facility_id,timestamp,sensor_type,value,unit,diagnostic_status,quality_flag,metadata
airport_terminal-terminal-a-restroom-a1-flush-valve-01-flush,airport_terminal-terminal-a-restroom-a1-flush-valve-01,airport_terminal-terminal-a-restroom-a1,airport_terminal,2026-01-06T00:00:00+00:00,flush_counter,0.0,count,ok,valid,"{'fixture_type': 'flush_valve', 'zone_type': 'restroom_airside', 'occupancy': 6, 'faults': []}"
airport_terminal-terminal-a-restroom-a1-flush-valve-02-flow,airport_terminal-terminal-a-restroom-a1-flush-valve-02,airport_terminal-terminal-a-restroom-a1,airport_terminal,2026-01-06T00:00:00+00:00,flow_meter,0.023,L_per_min,ok,valid,"{'fixture_type': 'flush_valve', 'zone_type': 'restroom_airside', 'occupancy': 6, 'faults': []}"
airport_terminal-terminal-a-restroom-a1-flush-valve-02-diag,airport_terminal-terminal-a-restroom-a1-flush-valve-02,airport_terminal-terminal-a-restroom-a1,airport_terminal,2026-01-06T00:00:00+00:00,diagnostic,0.0,status_code,ok,valid,"{'fixture_type': 'flush_valve', 'zone_type': 'restroom_airside', 'occupancy': 6, 'faults': []}"
airport_terminal-terminal-a-restroom-a1-flush-valve-02-flush,airport_terminal-terminal-a-restroom-a1-flush-valve-02,airport_terminal-terminal-a-restroom-a1,airport_terminal,2026-01-06T00:00:00+00:00,flush_counter,0.0,count,ok,valid,"{'fixture_type': 'flush_valve', 'zone_type': 'restroom_airside', 'occupancy': 6, 'faults': []}"
airport_terminal-terminal-a-restroom-a1-flush-valve-03-flow,airport_terminal-terminal-a-restroom-a1-flush-valve-03,airport_terminal-terminal-a-restroom-a1,airport_terminal,2026-01-06T00:00:00+00:00,flow_meter,0.012,L_per_min,ok,valid,"{'fixture_type': 'flush_valve', 'zone_type': 'restroom_airside', 'occupancy': 6, 'faults': []}"
airport_terminal-terminal-a-restroom-a1-flush-valve-03-diag,airport_terminal-terminal-a-restroom-a1-flush-valve-03,airport_terminal-terminal-a-restroom-a1,airport_terminal,2026-01-06T00:00:00+00:00,diagnostic,0.0,status_code,ok,valid,"{'fixture_type': 'flush_valve', 'zone_type': 'restroom_airside', 'occupancy': 6, 'faults': []}"
airport_terminal-terminal-a-restroom-a1-flush-valve-03-flush,airport_terminal-terminal-a-restroom-a1-flush-valve-03,airport_terminal-terminal-a-restroom-a1,airport_terminal,2026-01-06T00:00:00+00:00,flush_counter,0.0,count,ok,valid,"{'fixture_type': 'flush_valve', 'zone_type': 'restroom_airside', 'occupancy': 6, 'faults': []}"
airport_terminal-terminal-a-restroom-a1-urinal-01-flow,airport_terminal-terminal-a-restroom-a1-urinal-01,airport_terminal-terminal-a-restroom-a1,airport_terminal,2026-01-06T00:00:00+00:00,flow_meter,0.0,L_per_min,ok,valid,"{'fixture_type': 'urinal', 'zone_type': 'restroom_airside', 'occupancy': 6, 'faults': []}"
airport_terminal-terminal-a-restroom-a1-urinal-01-diag,airport_terminal-terminal-a-restroom-a1-urinal-01,airport_terminal-terminal-a-restroom-a1,airport_terminal,2026-01-06T00:00:00+00:00,diagnostic,0.0,status_code,ok,valid,"{'fixture_type': 'urinal', 'zone_type': 'restroom_airside', 'occupancy': 6, 'faults': []}"
airport_terminal-terminal-a-restroom-a1-urinal-01-flush,airport_terminal-terminal-a-restroom-a1-urinal-01,airport_terminal-terminal-a-restroom-a1,airport_terminal,2026-01-06T00:00:00+00:00,flush_counter,0.0,count,ok,valid,"{'fixture_type': 'urinal', 'zone_type': 'restroom_airside', 'occupancy': 6, 'faults': []}"
airport_terminal-terminal-a-restroom-a1-urinal-02-flow,airport_terminal-terminal-a-restroom-a1-urinal-02,airport_terminal-terminal-a-restroom-a1,airport_terminal,2026-01-06T00:00:00+00:00,flow_meter,0.0,L_per_min,ok,valid,"{'fixture_type': 'urinal', 'zone_type': 'restroom_airside', 'occupancy': 6, 'faults': []}"
airport_terminal-terminal-a-restroom-a1-urinal-02-diag,airport_terminal-terminal-a-restroom-a1-urinal-02,airport_terminal-terminal-a-restroom-a1,airport_terminal,2026-01-06T00:00:00+00:00,diagnostic,0.0,status_code,ok,valid,"{'fixture_type': 'urinal', 'zone_type': 'restroom_airside', 'occupancy': 6, 'faults': []}"
airport_terminal-terminal-a-restroom-a1-urinal-02-flush,airport_terminal-terminal-a-restroom-a1-urinal-02,airport_terminal-terminal-a-restroom-a1,airport_terminal,2026-01-06T00:00:00+00:00,flush_counter,0.0,count,ok,valid,"{'fixture_type': 'urinal', 'zone_type': 'restroom_airside', 'occupancy': 6, 'faults': []}"
airport_terminal-terminal-a-restroom-a1-water-line-01-flow,airport_terminal-terminal-a-restroom-a1-water-line-01,airport_terminal-terminal-a-restroom-a1,airport_terminal,2026-01-06T00:00:00+00:00,flow_meter,0.391,L_per_min,ok,valid,"{'fixture_type': 'water_line', 'zone_type': 'restroom_airside', 'occupancy': 6, 'faults': []}"
airport_terminal-terminal-a-restroom-a1-water-line-01-diag,airport_terminal-terminal-a-restroom-a1-water-line-01,airport_terminal-terminal-a-restroom-a1,airport_terminal,2026-01-06T00:00:00+00:00,diagnostic,0.0,status_code,ok,valid,"{'fixture_type': 'water_line', 'zone_type': 'restroom_airside', 'occupancy': 6, 'faults': []}"
airport_terminal-terminal-a-restroom-a1-water-line-01-occupancy,airport_terminal-terminal-a-restroom-a1-water-line-01,airport_terminal-terminal-a-restroom-a1,airport_terminal,2026-01-06T00:00:00+00:00,occupancy_pir,6.0,persons,ok,valid,"{'fixture_type': 'water_line', 'zone_type': 'restroom_airside', 'occupancy': 6, 'faults': []}"
airport_terminal-terminal-a-restroom-a2-faucet-01-flow,airport_terminal-terminal-a-restroom-a2-faucet-01,airport_terminal-terminal-a-restroom-a2,airport_terminal,2026-01-06T00:00:00+00:00,flow_meter,0.069,L_per_min,ok,valid,"{'fixture_type': 'faucet', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a2-faucet-01-diag,airport_terminal-terminal-a-restroom-a2-faucet-01,airport_terminal-terminal-a-restroom-a2,airport_terminal,2026-01-06T00:00:00+00:00,diagnostic,0.0,status_code,ok,valid,"{'fixture_type': 'faucet', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a2-faucet-02-flow,airport_terminal-terminal-a-restroom-a2-faucet-02,airport_terminal-terminal-a-restroom-a2,airport_terminal,2026-01-06T00:00:00+00:00,flow_meter,0.054,L_per_min,ok,valid,"{'fixture_type': 'faucet', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a2-faucet-02-diag,airport_terminal-terminal-a-restroom-a2-faucet-02,airport_terminal-terminal-a-restroom-a2,airport_terminal,2026-01-06T00:00:00+00:00,diagnostic,0.0,status_code,ok,valid,"{'fixture_type': 'faucet', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a2-faucet-03-flow,airport_terminal-terminal-a-restroom-a2-faucet-03,airport_terminal-terminal-a-restroom-a2,airport_terminal,2026-01-06T00:00:00+00:00,flow_meter,0.002,L_per_min,ok,valid,"{'fixture_type': 'faucet', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a2-faucet-03-diag,airport_terminal-terminal-a-restroom-a2-faucet-03,airport_terminal-terminal-a-restroom-a2,airport_terminal,2026-01-06T00:00:00+00:00,diagnostic,0.0,status_code,ok,valid,"{'fixture_type': 'faucet', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a2-faucet-04-flow,airport_terminal-terminal-a-restroom-a2-faucet-04,airport_terminal-terminal-a-restroom-a2,airport_terminal,2026-01-06T00:00:00+00:00,flow_meter,0.058,L_per_min,ok,valid,"{'fixture_type': 'faucet', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a2-faucet-04-diag,airport_terminal-terminal-a-restroom-a2-faucet-04,airport_terminal-terminal-a-restroom-a2,airport_terminal,2026-01-06T00:00:00+00:00,diagnostic,0.0,status_code,ok,valid,"{'fixture_type': 'faucet', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a2-flush-valve-01-flow,airport_terminal-terminal-a-restroom-a2-flush-valve-01,airport_terminal-terminal-a-restroom-a2,airport_terminal,2026-01-06T00:00:00+00:00,flow_meter,0.041,L_per_min,ok,valid,"{'fixture_type': 'flush_valve', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a2-flush-valve-01-diag,airport_terminal-terminal-a-restroom-a2-flush-valve-01,airport_terminal-terminal-a-restroom-a2,airport_terminal,2026-01-06T00:00:00+00:00,diagnostic,0.0,status_code,ok,valid,"{'fixture_type': 'flush_valve', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a2-flush-valve-01-flush,airport_terminal-terminal-a-restroom-a2-flush-valve-01,airport_terminal-terminal-a-restroom-a2,airport_terminal,2026-01-06T00:00:00+00:00,flush_counter,0.0,count,ok,valid,"{'fixture_type': 'flush_valve', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a2-flush-valve-02-flow,airport_terminal-terminal-a-restroom-a2-flush-valve-02,airport_terminal-terminal-a-restroom-a2,airport_terminal,2026-01-06T00:00:00+00:00,flow_meter,0.008,L_per_min,ok,valid,"{'fixture_type': 'flush_valve', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a2-flush-valve-02-diag,airport_terminal-terminal-a-restroom-a2-flush-valve-02,airport_terminal-terminal-a-restroom-a2,airport_terminal,2026-01-06T00:00:00+00:00,diagnostic,0.0,status_code,ok,valid,"{'fixture_type': 'flush_valve', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a2-flush-valve-02-flush,airport_terminal-terminal-a-restroom-a2-flush-valve-02,airport_terminal-terminal-a-restroom-a2,airport_terminal,2026-01-06T00:00:00+00:00,flush_counter,0.0,count,ok,valid,"{'fixture_type': 'flush_valve', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a2-flush-valve-03-flow,airport_terminal-terminal-a-restroom-a2-flush-valve-03,airport_terminal-terminal-a-restroom-a2,airport_terminal,2026-01-06T00:00:00+00:00,flow_meter,0.0,L_per_min,battery_low,valid,"{'fixture_type': 'flush_valve', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a2-flush-valve-03-diag,airport_terminal-terminal-a-restroom-a2-flush-valve-03,airport_terminal-terminal-a-restroom-a2,airport_terminal,2026-01-06T00:00:00+00:00,diagnostic,0.0,status_code,ok,valid,"{'fixture_type': 'flush_valve', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a2-flush-valve-03-flush,airport_terminal-terminal-a-restroom-a2-flush-valve-03,airport_terminal-terminal-a-restroom-a2,airport_terminal,2026-01-06T00:00:00+00:00,flush_counter,0.0,count,ok,valid,"{'fixture_type': 'flush_valve', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a2-urinal-01-flow,airport_terminal-terminal-a-restroom-a2-urinal-01,airport_terminal-terminal-a-restroom-a2,airport_terminal,2026-01-06T00:00:00+00:00,flow_meter,0.0,L_per_min,ok,valid,"{'fixture_type': 'urinal', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a2-urinal-01-diag,airport_terminal-terminal-a-restroom-a2-urinal-01,airport_terminal-terminal-a-restroom-a2,airport_terminal,2026-01-06T00:00:00+00:00,diagnostic,0.0,status_code,ok,valid,"{'fixture_type': 'urinal', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a2-urinal-01-flush,airport_terminal-terminal-a-restroom-a2-urinal-01,airport_terminal-terminal-a-restroom-a2,airport_terminal,2026-01-06T00:00:00+00:00,flush_counter,0.0,count,battery_low,valid,"{'fixture_type': 'urinal', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a2-urinal-02-flow,airport_terminal-terminal-a-restroom-a2-urinal-02,airport_terminal-terminal-a-restroom-a2,airport_terminal,2026-01-06T00:00:00+00:00,flow_meter,0.0,L_per_min,ok,valid,"{'fixture_type': 'urinal', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a2-urinal-02-diag,airport_terminal-terminal-a-restroom-a2-urinal-02,airport_terminal-terminal-a-restroom-a2,airport_terminal,2026-01-06T00:00:00+00:00,diagnostic,0.0,status_code,ok,valid,"{'fixture_type': 'urinal', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a2-urinal-02-flush,airport_terminal-terminal-a-restroom-a2-urinal-02,airport_terminal-terminal-a-restroom-a2,airport_terminal,2026-01-06T00:00:00+00:00,flush_counter,0.0,count,ok,valid,"{'fixture_type': 'urinal', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a2-water-line-01-flow,airport_terminal-terminal-a-restroom-a2-water-line-01,airport_terminal-terminal-a-restroom-a2,airport_terminal,2026-01-06T00:00:00+00:00,flow_meter,0.255,L_per_min,ok,valid,"{'fixture_type': 'water_line', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a2-water-line-01-diag,airport_terminal-terminal-a-restroom-a2-water-line-01,airport_terminal-terminal-a-restroom-a2,airport_terminal,2026-01-06T00:00:00+00:00,diagnostic,0.0,status_code,ok,valid,"{'fixture_type': 'water_line', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a2-water-line-01-occupancy,airport_terminal-terminal-a-restroom-a2-water-line-01,airport_terminal-terminal-a-restroom-a2,airport_terminal,2026-01-06T00:00:00+00:00,occupancy_pir,3.0,persons,ok,valid,"{'fixture_type': 'water_line', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a3-faucet-01-flow,airport_terminal-terminal-a-restroom-a3-faucet-01,airport_terminal-terminal-a-restroom-a3,airport_terminal,2026-01-06T00:00:00+00:00,flow_meter,0.0,L_per_min,ok,valid,"{'fixture_type': 'faucet', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a3-faucet-01-diag,airport_terminal-terminal-a-restroom-a3-faucet-01,airport_terminal-terminal-a-restroom-a3,airport_terminal,2026-01-06T00:00:00+00:00,diagnostic,0.0,status_code,ok,valid,"{'fixture_type': 'faucet', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a3-faucet-02-flow,airport_terminal-terminal-a-restroom-a3-faucet-02,airport_terminal-terminal-a-restroom-a3,airport_terminal,2026-01-06T00:00:00+00:00,flow_meter,0.057,L_per_min,ok,valid,"{'fixture_type': 'faucet', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a3-faucet-02-diag,airport_terminal-terminal-a-restroom-a3-faucet-02,airport_terminal-terminal-a-restroom-a3,airport_terminal,2026-01-06T00:00:00+00:00,diagnostic,0.0,status_code,ok,valid,"{'fixture_type': 'faucet', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a3-faucet-03-flow,airport_terminal-terminal-a-restroom-a3-faucet-03,airport_terminal-terminal-a-restroom-a3,airport_terminal,2026-01-06T00:00:00+00:00,flow_meter,0.0,L_per_min,ok,valid,"{'fixture_type': 'faucet', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a3-faucet-03-diag,airport_terminal-terminal-a-restroom-a3-faucet-03,airport_terminal-terminal-a-restroom-a3,airport_terminal,2026-01-06T00:00:00+00:00,diagnostic,0.0,status_code,ok,valid,"{'fixture_type': 'faucet', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a3-flush-valve-01-flow,airport_terminal-terminal-a-restroom-a3-flush-valve-01,airport_terminal-terminal-a-restroom-a3,airport_terminal,2026-01-06T00:00:00+00:00,flow_meter,0.003,L_per_min,ok,valid,"{'fixture_type': 'flush_valve', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a3-flush-valve-01-diag,airport_terminal-terminal-a-restroom-a3-flush-valve-01,airport_terminal-terminal-a-restroom-a3,airport_terminal,2026-01-06T00:00:00+00:00,diagnostic,0.0,status_code,ok,valid,"{'fixture_type': 'flush_valve', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a3-flush-valve-01-flush,airport_terminal-terminal-a-restroom-a3-flush-valve-01,airport_terminal-terminal-a-restroom-a3,airport_terminal,2026-01-06T00:00:00+00:00,flush_counter,1.0,count,ok,valid,"{'fixture_type': 'flush_valve', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a3-flush-valve-02-flow,airport_terminal-terminal-a-restroom-a3-flush-valve-02,airport_terminal-terminal-a-restroom-a3,airport_terminal,2026-01-06T00:00:00+00:00,flow_meter,0.033,L_per_min,ok,valid,"{'fixture_type': 'flush_valve', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a3-flush-valve-02-diag,airport_terminal-terminal-a-restroom-a3-flush-valve-02,airport_terminal-terminal-a-restroom-a3,airport_terminal,2026-01-06T00:00:00+00:00,diagnostic,0.0,status_code,ok,valid,"{'fixture_type': 'flush_valve', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a3-flush-valve-02-flush,airport_terminal-terminal-a-restroom-a3-flush-valve-02,airport_terminal-terminal-a-restroom-a3,airport_terminal,2026-01-06T00:00:00+00:00,flush_counter,0.0,count,ok,valid,"{'fixture_type': 'flush_valve', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a3-flush-valve-03-flow,airport_terminal-terminal-a-restroom-a3-flush-valve-03,airport_terminal-terminal-a-restroom-a3,airport_terminal,2026-01-06T00:00:00+00:00,flow_meter,0.0,L_per_min,ok,valid,"{'fixture_type': 'flush_valve', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a3-flush-valve-03-diag,airport_terminal-terminal-a-restroom-a3-flush-valve-03,airport_terminal-terminal-a-restroom-a3,airport_terminal,2026-01-06T00:00:00+00:00,diagnostic,0.0,status_code,ok,valid,"{'fixture_type': 'flush_valve', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a3-flush-valve-03-flush,airport_terminal-terminal-a-restroom-a3-flush-valve-03,airport_terminal-terminal-a-restroom-a3,airport_terminal,2026-01-06T00:00:00+00:00,flush_counter,0.0,count,ok,valid,"{'fixture_type': 'flush_valve', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a3-urinal-01-flow,airport_terminal-terminal-a-restroom-a3-urinal-01,airport_terminal-terminal-a-restroom-a3,airport_terminal,2026-01-06T00:00:00+00:00,flow_meter,0.005,L_per_min,ok,valid,"{'fixture_type': 'urinal', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a3-urinal-01-diag,airport_terminal-terminal-a-restroom-a3-urinal-01,airport_terminal-terminal-a-restroom-a3,airport_terminal,2026-01-06T00:00:00+00:00,diagnostic,0.0,status_code,ok,valid,"{'fixture_type': 'urinal', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a3-urinal-01-flush,airport_terminal-terminal-a-restroom-a3-urinal-01,airport_terminal-terminal-a-restroom-a3,airport_terminal,2026-01-06T00:00:00+00:00,flush_counter,0.0,count,ok,valid,"{'fixture_type': 'urinal', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a3-urinal-02-flow,airport_terminal-terminal-a-restroom-a3-urinal-02,airport_terminal-terminal-a-restroom-a3,airport_terminal,2026-01-06T00:00:00+00:00,flow_meter,0.023,L_per_min,ok,valid,"{'fixture_type': 'urinal', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a3-urinal-02-diag,airport_terminal-terminal-a-restroom-a3-urinal-02,airport_terminal-terminal-a-restroom-a3,airport_terminal,2026-01-06T00:00:00+00:00,diagnostic,0.0,status_code,ok,valid,"{'fixture_type': 'urinal', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a3-urinal-02-flush,airport_terminal-terminal-a-restroom-a3-urinal-02,airport_terminal-terminal-a-restroom-a3,airport_terminal,2026-01-06T00:00:00+00:00,flush_counter,0.0,count,ok,valid,"{'fixture_type': 'urinal', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a3-water-line-01-flow,airport_terminal-terminal-a-restroom-a3-water-line-01,airport_terminal-terminal-a-restroom-a3,airport_terminal,2026-01-06T00:00:00+00:00,flow_meter,0.302,L_per_min,ok,valid,"{'fixture_type': 'water_line', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a3-water-line-01-diag,airport_terminal-terminal-a-restroom-a3-water-line-01,airport_terminal-terminal-a-restroom-a3,airport_terminal,2026-01-06T00:00:00+00:00,diagnostic,0.0,status_code,ok,valid,"{'fixture_type': 'water_line', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-a-restroom-a3-water-line-01-occupancy,airport_terminal-terminal-a-restroom-a3-water-line-01,airport_terminal-terminal-a-restroom-a3,airport_terminal,2026-01-06T00:00:00+00:00,occupancy_pir,3.0,persons,ok,valid,"{'fixture_type': 'water_line', 'zone_type': 'restroom_airside', 'occupancy': 3, 'faults': []}"
airport_terminal-terminal-b-restroom-b1-faucet-01-flow,airport_terminal-terminal-b-restroom-b1-faucet-01,airport_terminal-terminal-b-restroom-b1,airport_terminal,2026-01-06T00:00:00+00:00,flow_meter,0.0,L_per_min,ok,valid,"{'fixture_type': 'faucet', 'zone_type': 'restroom_airside', 'occupancy': 4, 'faults': []}"
airport_terminal-terminal-b-restroom-b1-faucet-01-diag,airport_terminal-terminal-b-restroom-b1-faucet-01,airport_terminal-terminal-b-restroom-b1,airport_terminal,2026-01-06T00:00:00+00:00,diagnostic,0.0,status_code,ok,valid,"{'fixture_type': 'faucet', 'zone_type': 'restroom_airside', 'occupancy': 4, 'faults': []}"
airport_terminal-terminal-b-restroom-b1-faucet-02-flow,airport_terminal-terminal-b-restroom-b1-faucet-02,airport_terminal-terminal-b-restroom-b1,airport_terminal,2026-01-06T00:00:00+00:00,flow_meter,0.0,L_per_min,ok,valid,"{'fixture_type': 'faucet', 'zone_type': 'restroom_airside', 'occupancy': 4, 'faults': []}"
airport_terminal-terminal-b-restroom-b1-faucet-02-diag,airport_terminal-terminal-b-restroom-b1-faucet-02,airport_terminal-terminal-b-restroom-b1,airport_terminal,2026-01-06T00:00:00+00:00,diagnostic,0.0,status_code,ok,valid,"{'fixture_type': 'faucet', 'zone_type': 'restroom_airside', 'occupancy': 4, 'faults': []}"
